name,description,paralog
accA_2~~~accA_1~~~accA~~~nanE_1~~~nanE_2~~~nanE_3~~~nanE,N-acetylmannosamine-6-phosphate 2-epimerasePutative N-acetylmannosamine-6-phosphate 2-epimeraseN-acetylmannosamine-6-phosphate 2-epimeraseputative TIM-barrel protein nifR3 familyPutative N-acetylmannosamine-6-phosphate epimerase,1
pncB,nicotinate phosphoribosyltransferasenicotinate phosphoribosyltransferasenicotinate phosphoribosyltransferaseNicotinate phosphoribosyltransferase (NAPRTase) family,0
comD,putative sensor histidine kinase ComDsensory histidine kinase DcuSHistidine kinase- DNA gyrase B- and HSP90-like ATPase,1
phtD_1~~~phtD_2~~~phtD_3~~~phpA,histidine triad protein Dstreptococcal histidine triad protein,0
niaX_2,IS1167 transposaseTransposase and inactivated derivativesTransposase,1
group_3322,DNA or RNA helicases of superfamily II-like proteinATP-dependent transcriptional regulatorType III restriction enzyme res subunit,0
yqbO,TMP repeat family,0
manZ_2,PTS system transporter subunit IIDPTS system mannose-specific EIID componentPTS system mannose-specific transporter subunit IIDPTS system mannose/fructose/sorbose family IID componentPTS system mannose/fructose/sorbose family IID component,1
hlyB_3~~~lagD_1~~~hlyB_2~~~hlyB_1~~~hlyB~~~lagD_2~~~lagD_3~~~hlyB_4~~~apxIB,lantibiotic export proteinLactococcin-G-processing and transport ATP-binding protein LagDcyclic beta-12-glucan ABC transporterABC-type bacteriocin/lantibiotic exporters contain an N-terminal double-glycine peptidase domainNHLM bacteriocin system ABC transporter peptidase/ATP-binding proteinPeptidase C39 family,1
salX,ABC transporter ATP-binding proteinMacrolide export ATP-binding/permease protein MacBmacrolide transporter ATP-binding /permease proteinPredicted ABC-type transport system involved in lysophospholipase L1 biosynthesis ATPase componentlipoprotein releasing system ATP-binding proteinABC transporter,1
lytB_2~~~~~~cbpA~~~lytA_8~~~pspA~~~lytA_1~~~lytB_1~~~lytA_3~~~lytA_5~~~lytA_2~~~lytA_4~~~lytA_6~~~lytB_3~~~pspC2~~~lytB_4~~~bag~~~cbpA_1~~~lytB_5~~~pspC~~~cbpA_2~~~pspA_1~~~toxA~~~cbp2_2~~~toxB~~~pspC_1~~~pspA_2~~~lytB_6~~~bag_1~~~lytA_7,pneumococcal surface protein PspAPutative endo-beta-N-acetylglucosaminidase precursorBeta- N-acetylglucosaminidaseglucan-binding repeatPutative cell wall binding repeat,1
group_2626,PTS system transporter subunit IIAPTS system galactitol-specific transporter subunit IIAPTS system fructose subfamily IIA componentPhosphoenolpyruvate-dependent sugar phosphotransferase system EIIA 2,1
group_4749,ABC transporter ATP-binding protein/permease,0
group_758,hypothetical protein,1
thiQ~~~proV_2~~~thiQ_2~~~ecfA1_2~~~potA_2,ABC transporter ATP-binding proteinThiamine import ATP-binding protein ThiQcobalt transporter ATP-binding subunitABC-type uncharacterized transport system periplasmic componentphosphonate ABC transporter ATP-binding protein,1
rplA~~~tenA_1,transcriptional regulator TENA/THI-4 family proteinThiaminase-2multifunctional hydroxymethylpyrimidine phosphokinase/4-amino-5-aminomethyl-2-methylpyrimidine hydrolaseTENA/THI-4/PQQC family,1
group_2236,hypothetical protein,1
group_1633,degenerate transposase,1
iga_3~~~iga_4~~~iga_2~~~iga_1~~~~~~iga,Zinc metalloprotease zmpCImmunoglobulin A1 protease precursorUncharacterized protein conserved in bacteriagram-positive signal peptide YSIRK familyG5 domain,1
group_2289,type II secretory pathway pseudopilin PulGType II secretory pathway pseudopilin,1
group_3024,phage terminase large subunitPhage terminase-like protein large subunitPhage Terminase,0
lytA_1~~~cbpD~~~lytA_6~~~ssaA2~~~lytA_5~~~lytA_2~~~lytA_4~~~sle1~~~lytA_3~~~lytA_7,choline binding protein DN-acetylmuramoyl-L-alanine amidase sle1 precursorN-acetylmuramoyl-L-alanine amidaseCHAP domain,0
ycjP_3~~~~~~ycjP_1~~~ycjP_4~~~ycjP_5~~~ycjP_2,ABC transporter permease,1
dtxR_1~~~ideR~~~~~~dtxR,iron-dependent transcriptional regulatorIron-dependent repressor IdeRmanganese transport regulator MntRIron dependent repressor metal binding and dimerisation domain,0
lsrC,ABC transporter permeaseABC-type uncharacterized transport system permease component,0
ydaF_4~~~rimL~~~ydaF_2~~~ydaF_1~~~ydaF_5~~~ydaF_3,GNAT family acetyltransferasePutative ribosomal N-acetyltransferase YdaFPredicted acetyltransferaseAcetyltransferase (GNAT) family,1
group_376,PTS system IIB componentPhosphotransferase system galactitol-specific IIB component,1
fabG2~~~mtaD_2~~~mtaD_1,transposase-like protein IS1381 ISSpn750S ribosomal protein L33,1
group_3712,hypothetical protein,0
aroF,phospho-2-dehydro-3-deoxyheptonate aldolase (DAHP synthetase)-possibly tyr-sensitivePhospho-2-dehydro-3-deoxyheptonate aldolase Tyr-sensitivephospho-2-dehydro-3-deoxyheptonate aldolase3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase3-deoxy-7-phosphoheptulonate synthaseDAHP synthetase I family,1
clpE_1~~~clpE~~~clpE_2,ATP-dependent Clp protease ATP-binding subunitATP-dependent Clp protease ATP-binding subunit ClpEprotein disaggregation chaperoneUncharacterized protein with conserved CXXC pairsATP-dependent chaperone protein ClpBAAA domain (Cdc48 subfamily),0
recA_1~~~recA,protein RecARecombinase Arecombinase Aprotein RecArecA bacterial DNA recombination protein,1
mta~~~mta_1~~~tipA,regulator of the multidrug efflux pump PmrAMultidrug transporter activation proteinTipAS antibiotic-recognition domain,1
group_875,lantibiotic synthetaseLantibiotic modifying enzymetype 2 lantibiotic biosynthesis protein LanM,0
polA,DNA polymerase I - 3'-5' exonuclease and polymerase domainsDNA polymerase IDNA polymerase IDNA polymerase I - 3'-5' exonuclease and polymerase domainsDNA polymerase IDNA polymerase family A,0
pezA_2~~~pezA_1~~~pezA_3~~~pezA_5~~~pezT_1~~~pezT_2~~~pezT_4~~~pezT_3~~~pezA~~~pezT,relaxaseRelaxase/Mobilisation nuclease domain,1
group_1105,hypothetical protein,0
group_150,transposaseTransposase domain (DUF772),1
lacG_2~~~lacG_3~~~lacG_4~~~lacG_1,6-phospho-beta-galactosidase6-phospho-beta-galactosidase6-phospho-beta-galactosidase6-phospho-beta-galactosidaseGlycosyl hydrolase family 1,0
PTSEII_1~~~PTSEII_2,PTS system IIA componentEIIAB-ManPTS system mannose-specific transporter subunits IIABPhosphotransferase system mannose/fructose/N-acetylgalactosamine-specific component IIBPTS system mannose/fructose/sorbose family IIA componentPTS system fructose IIA component,0
group_1030,phage protein,1
metG_3~~~metG_1,methionyl-tRNA synthetaseMethionine--tRNA ligasemethionyl-tRNA synthetaseMethionyl-tRNA synthetasemethionine--tRNA ligase beta subunitPutative tRNA binding domain,1
pheS_2~~~pheS_1~~~pheS,IS861 transposase (orf1) IS3 family truncated,1
group_1202,PTS system transporter subunit IIA,1
gspA_4~~~gspA_2~~~gspA_5~~~gspA_6,glycosyltransferaseGeneral stress protein Alipopolysaccharide 13-galactosyltransferaseGlycosyl transferase family 8,0
mutR~~~mutR_4~~~mutR_1~~~mutR_2,transcriptional regulatortranscriptional activator Rgg/GadR/MutR family C-terminal domainHelix-turn-helix domain,1
group_4591,DNA primaseDNA primase (bacterial type)DNA primase,1
tnpC_1,transposase ISSmi3 N-terminal truncationTransposase and inactivated derivatives IS30 family,1
group_2452,cell wall surface anchor family proteinLPXTG cell wall anchor domainFibronectin-binding repeat,0
gldA,3-dehydroquinate synthaseGlycerol dehydrogenaseglycerol dehydrogenaseGlycerol dehydrogenase and related enzymeslactaldehyde reductaseIron-containing alcohol dehydrogenase,1
lytB_2~~~~~~cbpA~~~lytA_8~~~pspA~~~lytA_1~~~lytB_1~~~lytA_3~~~lytA_5~~~lytA_2~~~lytA_4~~~lytA_6~~~lytB_3~~~pspC2~~~lytB_4~~~bag~~~cbpA_1~~~lytB_5~~~pspC~~~cbpA_2~~~pspA_1~~~toxA~~~cbp2_2~~~toxB~~~pspC_1~~~pspA_2~~~lytB_6~~~bag_1~~~lytA_7,Pneumococcal surface protein Achromosome segregation protein SMC,1
adaA,response regulatorUncharacterized response regulatory protein SA0215putative two-component response-regulatory protein YehTResponse regulator of citrate/malate metabolismnitrogen regulation protein NR(I)Response regulator receiver domain,1
phtA_1~~~gatC_2~~~gatC_3~~~IS1381truncation~~~phtD~~~transposase_C_1~~~phtD_2~~~phtA~~~phtD_1~~~phpA~~~gatC_1~~~ptsI_1,IS1381 transposase OrfA,1
group_4976,HIT family protein,0
group_3844,hypothetical protein,0
sacX~~~scrA,PTS system IIABC componentsGlucose-specific phosphotransferase enzyme IIA componentPTS system beta-glucoside-specific transporter subunits IIABCPTS system beta-glucoside-specific IIABC componentphosphoenolpyruvate-dependent sugar phosphotransferase system EIIA 1,1
group_4440,hypothetical protein,0
group_2697,transposase IS1167 internal deletionTransposase and inactivated derivatives,1
group_1617,hypothetical protein,0
group_360,IS66-Spn1 transposase,1
guaA_2~~~yhbU_2~~~yhbU_3~~~yhbU_1,peptidase U32 familyputative proteaseCollagenase and related proteases,1
group_4130,putative transposase,0
phtD~~~phtA_3~~~phtA_2~~~phtA~~~phtD_2~~~phtA_1~~~phpA~~~phtD_1~~~phpA_1~~~phtD_3,pneumococcal histidine triad protein Bstreptococcal histidine triad proteinStreptococcal histidine triad protein,0
group_3515,protein-(glutamine-N5) methyltransferase release factor-specificRelease factor glutamine methyltransferaseN5-glutamine S-adenosyl-L-methionine-dependent methyltransferaseMethylase of polypeptide chain release factorsprotein-(glutamine-N5) methyltransferase release factor-specificMethyltransferase small domain,1
group_2385,lipoprotein,0
IntTn_6~~~IntTn_7~~~IntTn_2~~~IntTn_1~~~IntTn_4,phage integrase: site-specific recombinaseIntegrasesite-specific tyrosine recombinase XerCSite-specific recombinase XerDtyrosine recombinase XerCPhage integrase family,1
group_3202,Tn5252 Orf26Type IV secretory pathway VirB4 componentstype-IV secretion system protein TraCAAA-like domain,0
hexB_2~~~hexB_1~~~hexB,DNA mismatch repair protein hexBDNA mismatch repair protein mutLDNA mismatch repair proteinDNA mismatch repair enzyme (predicted ATPase)DNA mismatch repair protein MutLDNA mismatch repair protein C-terminal domain,1
glxK~~~glxK_2~~~glxK_1,glycerate kinaseGlycerate kinaseglycerate kinase IIglycerate kinaseGlycerate kinase family,0
pspA~~~cbpA_2~~~~~~lytB_4~~~lytB_1~~~lytB_5,surface protein AATPase involved in DNA repairchromosome segregation protein SMCTATA element modulatory factor 1 DNA binding,0
group_2459,repetitive protein,0
group_2721,ABC transporter permeae,1
group_566,ABC transporter permeaseouter membrane-specific lipoprotein transporter subunit LolEFtsX-like permease family,0
group_3919,cell shape-determining protein,0
group_1086,type I restriction-modification system M proteinType I restriction-modification system methyltransferase subunitHsdM N-terminal domain,1
lacC2_2~~~lacC2_1~~~lacC2,tagatose-6-phosphate kinaseTagatose-6-phosphate kinasetagatose-6-phosphate kinasetagatose-6-phosphate kinase,0
serB~~~serB_1~~~serB_2,putative hydrolase (pseudogene)Phosphoserine phosphatasephosphoserine phosphataseACT domain-containing proteinphosphoserine phosphatase SerB,0
group_2688,3-ketoacyl-ACP reductase,1
transposase_D~~~transposase_D_1~~~transposase_C~~~transposase_D_2,transposase,1
zmpB_2~~~zmpD_2~~~zmpD_1~~~zmpD,zinc metalloproteaseImmunoglobulin A1 protease precursorUncharacterized protein conserved in bacteriaM26 IgA1-specific Metallo-endopeptidase N-terminal region,0
sarA_1~~~sarA_2~~~~~~amiA_2,oligopeptide binding lipoprotein,0
group_1393,Uncharacterized protein conserved in bacteria,1
dapD~~~dapH,tetrahydrodipicolinate N-succinyltransferase2345-tetrahydropyridine-26-dicarboxylate N-acetyltransferasegalactoside O-acetyltransferaseAcetyltransferase (isoleucine patch superfamily)2345-tetrahydropyridine-26-dicarboxylate N-acetyltransferaseBacterial transferase hexapeptide (six repeats),1
tsf_2~~~tsf_1~~~tsf,elongation factor TsElongation factor Tselongation factor TsTranslation elongation factor Tstranslation elongation factor Ts,1
galT,galactose-1-phosphate uridylyltransferasegalactose-1-phosphate uridylyltransferaseGalactose-1-phosphate uridyltransferasegalactose-1-phosphate uridylyltransferaseGalactose-1-phosphate uridyl transferase N-terminal domain,1
group_2381,hypothetical protein,1
hsdS_1~~~pyrG_1~~~hsdS~~~~~~pgk_2~~~pgk~~~hsdS_2,type I restriction-modification system S proteinType I restriction enzyme EcoKI specificity proteinEcoKI restriction-modification system protein HsdSPredicted nucleotidyltransferasesType I restriction modification DNA specificity domain,0
pheT_1~~~~~~pheT_2,phenylalanyl-tRNA synthetase beta subunit,1
nsuA,nisin U lantibioticLantibiotic nisin-U precursorlantibiotic gallidermin/nisin familyGallidermin,0
group_1543,membrane protein,0
group_306,dehydrogenaseUncharacterized oxidoreductase SAV2478short chain dehydrogenaseUncharacterized conserved protein3-hydroxybutyrate dehydrogenaseshort chain dehydrogenase,0
vncS,VncS histidine kinase TCS10Sensor histidine kinase GlrKsignal transduction histidine-protein kinase BaeSSignal transduction histidine kinase regulating C4-dicarboxylate transport systemphosphate regulon sensor kinase PhoRHAMP domain,0
cbp9_2~~~lytA_7~~~cbp9~~~toxA~~~lytA_1~~~lytA_3~~~toxB~~~cbpJ_3~~~lytA_4~~~lytA_5~~~cbpJ_1~~~lytA_2~~~toxA_1~~~cbp9_1~~~cbpJ_5,choline binding protein JAutolysinglucan-binding repeatPutative cell wall binding repeat,1
group_2266,excreted peptide,1
cotSA~~~~~~tagE,glycosyl transferase,0
yqbO,phage tail length tape-measure protein,0
group_4151,hypothetical protein,0
lrp_1~~~lrp_2,collagen-binding protein ADNA mismatch repair proteinPredicted outer membrane proteinPolynucleotide kinase 3 phosphatase,1
group_2577,replication proteinPlasmid replication protein,1
group_3881,hypothetical protein,0
group_477,macrolide efflux ABC transporter membrane-spanning permeaseH+ Antiporter proteinMajor Facilitator Superfamily,1
asnC,asparaginyl-tRNA synthetaseAsparagine--tRNA ligaseasparaginyl-tRNA synthetaseAspartyl/asparaginyl-tRNA synthetasesasparagine--tRNA ligasetRNA synthetases class II (D K and N),0
ubiG~~~rebM~~~~~~ubiE,methyltransferase small domain superfamilyMg-protoporphyrin IX methyl transferasePredicted methyltransferase (contains TPR repeat)3-demethylubiquinone-9 3-O-methyltransferase,1
group_1704,PTS system transporter subunit IIAPTS system galactitol-specific transporter subunit IIAPhosphotransferase system galactitol-specific IIB componentPhosphoenolpyruvate-dependent sugar phosphotransferase system EIIA 2,1
group_2618,competence-induced protein Ccs16,1
group_4452,phosphocarrier protein HPrPhosphocarrier protein HPrphosphocarrier protein HPrUncharacterized protein conserved in bacteriaphosphocarrier HPr familyPTS HPr component phosphorylation site,1
group_1267,Ser/Thr protein phosphatase family proteinphosphodiesterasephosphodiesterase MJ0936 familyCalcineurin-like phosphoesterase superfamily domain,0
group_4038,transposase,0
vexp3_2~~~vexp3,ABC transporter permease,0
frmB,esterase,0
group_815,transcriptional regulator MarR familyMarR family,1
gspA_3~~~gspA_2~~~gspA_5~~~gspA_4,glycosyltransferaseGeneral stress protein Alipopolysaccharide 13-galactosyltransferaseGlycosyl transferase family 8,0
group_1399,30S ribosomal protein S1130S ribosomal protein S1130S ribosomal protein S11Ribosomal protein S1130S ribosomal protein S11Ribosomal protein S11,1
group_1338,exopolysaccharide biosynthesis proteinExopolysaccharide biosynthesis protein related to N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidasePredicted periplasmic protein (DUF2233),0
group_2399,collagen adhesion protein family protein,0
transposase_D~~~transposase_D_1~~~transposase_C~~~transposase_D_2,transposase family protein,1
group_2730,Protein virD4Type IV secretory pathway VirD4 components,0
lytA_5~~~lytA_3~~~lytA_4~~~lytA_1~~~lytA_6~~~lytA_2~~~lytA_7~~~lytA_8,autolysinAutolysinN-acetylmuramoyl-L-alanine amidaseglucan-binding repeatPutative cell wall binding repeat,1
group_278,GlcNAc-PI de-N-acetylase family protein,1
glmU,bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferaseBifunctional protein GlmUbifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferasePredicted DNA-binding protein with PD1-like DNA-binding motifUDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferaseBacterial transferase hexapeptide (six repeats),0
group_547,IS3-Spn1 transposase truncationIntegrase core domain,1
group_1768,replication initiation protein,1
group_328,NTP pyrophosphohydrolase including oxidative damage repair enzymes,1
gor_1~~~gldA_1,IS1239 transposaseGlutathione reductaseglutathione reductaseTransposase and inactivated derivatives IS30 familyglutathione-disulfide reductasePyridine nucleotide-disulphide oxidoreductase dimerisation domain,0
group_1056,repressor proteinHelix-turn-helix domain,1
adk,adenylate kinaseAdenylate kinaseadenylate kinaseadenylate kinaseAdenylate kinase,1
ppnK1,putative sugar kinaseinorganic polyphosphate/ATP-NAD kinase,0
group_2253,bacterial mobilization proteinBacterial mobilisation protein (MobC),1
group_4821,hypothetical protein,1
nirC,formate/nitrate transporternitrite transporter NirCFormate/nitrite family of transportersformate/nitrite transporterFormate/nitrite transporter,1
group_4871,chlorohydrolase,0
hlyB_1~~~pezA_2~~~pezA_1~~~hlyB_2~~~hlyB~~~lagD_3~~~lagD_2~~~recO_1~~~~~~lagD_1~~~apxIB~~~yheH_2,transposase-like protein IS1381 ISSpn7,1
group_2123,flippase WzxPutative O-antigen transporterstage V sporulation protein BPolysaccharide biosynthesis protein,0
lytA_2~~~lytA_5~~~toxA_1~~~lytA_6~~~cbp9~~~~~~lytA_1~~~cbp9_2~~~toxA~~~lytA_4~~~blaSE_2~~~lytA_8,choline-binding protein Cbp9Autolysinglucan-binding repeatPutative cell wall binding repeat,1
